mA tanb xsec_gg_H
525.0 4.5 0.203496441245
525.0 4.6 0.203496441245
525.0 4.7 0.194986239076
525.0 4.8 0.179538488388
525.0 4.9 0.172513157129
530.0 1.0 3.06029605865
530.0 1.1 2.64924430847
530.0 1.2 2.28262758255
530.0 1.3 2.28262758255
530.0 1.4 1.9870095253
530.0 1.5 1.54450011253
530.0 1.6 1.37634181976
530.0 1.7 1.23396170139
530.0 1.8 1.23396170139
530.0 1.9 1.11234545708
530.0 2.0 0.916880726814
530.0 2.1 0.916880726814
530.0 2.2 0.768196880817
530.0 2.3 0.768196880817
530.0 2.4 0.652517795563
530.0 2.5 0.604106545448
530.0 2.6 0.604106545448
530.0 2.7 0.521958887577
530.0 2.8 0.521958887577
530.0 2.9 0.455316394567
530.0 3.0 0.426630318165
530.0 3.1 0.426630318165
530.0 3.2 0.376747995615
530.0 3.3 0.376747995615
530.0 3.4 0.335055738688
530.0 3.5 0.316740512848
530.0 3.6 0.316740512848
530.0 3.7 0.284308731556
530.0 3.8 0.284308731556
530.0 3.9 0.256589204073
530.0 4.0 0.244225472212
530.0 4.1 0.244225472212
530.0 4.2 0.23273614049
530.0 4.3 0.21208588779
530.0 4.4 0.202783584595
530.0 4.5 0.194085896015
530.0 4.6 0.194085896015
530.0 4.7 0.185943230987
530.0 4.8 0.171160906553
530.0 4.9 0.164442226291
535.0 1.0 2.93591117859
535.0 1.1 2.54045772552
535.0 1.2 2.18807840347
535.0 1.3 2.18807840347
535.0 1.4 1.90409052372
535.0 1.5 1.47925055027
535.0 1.6 1.31789112091
535.0 1.7 1.1813095808
535.0 1.8 1.1813095808
535.0 1.9 1.06467843056
535.0 2.0 0.87729126215
535.0 2.1 0.87729126215
535.0 2.2 0.734807908535
535.0 2.3 0.734807908535
535.0 2.4 0.623994171619
535.0 2.5 0.577626883984
535.0 2.6 0.577626883984
535.0 2.7 0.498961508274
535.0 2.8 0.498961508274
535.0 2.9 0.435153752565
535.0 3.0 0.407692402601
535.0 3.1 0.407692402601
535.0 3.2 0.359945625067
535.0 3.3 0.359945625067
535.0 3.4 0.320041805506
535.0 3.5 0.302514344454
535.0 3.6 0.302514344454
535.0 3.7 0.271482348442
535.0 3.8 0.271482348442
535.0 3.9 0.244957253337
535.0 4.0 0.233126610518
535.0 4.1 0.233126610518
535.0 4.2 0.22213293612
535.0 4.3 0.202368810773
535.0 4.4 0.193470209837
535.0 4.5 0.185148209333
535.0 4.6 0.185148209333
535.0 4.7 0.177357017994
535.0 4.8 0.163208961487
535.0 4.9 0.156780928373
540.0 1.0 2.81655168533
540.0 1.1 2.43630313873
540.0 1.2 2.09771990776
540.0 1.3 2.09771990776
540.0 1.4 1.8248077631
540.0 1.5 1.41690218449
540.0 1.6 1.26206231117
540.0 1.7 1.13103652
540.0 1.8 1.13103652
540.0 1.9 1.01917862892
540.0 2.0 0.839522123337
540.0 2.1 0.839522123337
540.0 2.2 0.702969014645
540.0 2.3 0.702969014645
540.0 2.4 0.596805155277
540.0 2.5 0.5523904562
540.0 2.6 0.5523904562
540.0 2.7 0.47705167532
540.0 2.8 0.47705167532
540.0 2.9 0.415951222181
540.0 3.0 0.389658331871
540.0 3.1 0.389658331871
540.0 3.2 0.34394967556
540.0 3.3 0.34394967556
540.0 3.4 0.305752635002
540.0 3.5 0.288975536823
540.0 3.6 0.288975536823
540.0 3.7 0.259279668331
540.0 3.8 0.259279668331
540.0 3.9 0.233894065022
540.0 4.0 0.222572416067
540.0 4.1 0.222572416067
540.0 4.2 0.21205304563
540.0 4.3 0.19313699007
540.0 4.4 0.184619918466
540.0 4.5 0.176657348871
540.0 4.6 0.176657348871
540.0 4.7 0.16920183599
540.0 4.8 0.1556597054
540.0 4.9 0.149507984519
545.0 1.0 2.70246267319
545.0 1.1 2.33675193787
545.0 1.2 2.01114082336
545.0 1.3 2.01114082336
545.0 1.4 1.74897885323
545.0 1.5 1.35735177994
545.0 1.6 1.20873832703
545.0 1.7 1.08302891254
545.0 1.8 1.08302891254
545.0 1.9 0.975739598274
545.0 2.0 0.803478658199
545.0 2.1 0.803478658199
545.0 2.2 0.672599613667
545.0 2.3 0.672599613667
545.0 2.4 0.57088047266
545.0 2.5 0.528333127499
545.0 2.6 0.528333127499
545.0 2.7 0.456172466278
545.0 2.8 0.456172466278
545.0 2.9 0.397660970688
545.0 3.0 0.372483849525
545.0 3.1 0.372483849525
545.0 3.2 0.328721642494
545.0 3.3 0.328721642494
545.0 3.4 0.292153298855
545.0 3.5 0.276092797518
545.0 3.6 0.276092797518
545.0 3.7 0.247670665383
545.0 3.8 0.247670665383
545.0 3.9 0.223373934627
545.0 4.0 0.212537437677
545.0 4.1 0.212537437677
545.0 4.2 0.202469974756
545.0 4.3 0.184366077185
545.0 4.4 0.176212146878
545.0 4.5 0.168592274189
545.0 4.6 0.168592274189
545.0 4.7 0.161457180977
545.0 4.8 0.148495018482
545.0 4.9 0.142605528235
550.0 1.0 2.59322738647
550.0 1.1 2.24147295952
550.0 1.2 1.92845475674
550.0 1.3 1.92845475674
550.0 1.4 1.67655932903
550.0 1.5 1.30042397976
550.0 1.6 1.15779423714
550.0 1.7 1.03717005253
550.0 1.8 1.03717005253
550.0 1.9 0.934282064438
550.0 2.0 0.769104599953
550.0 2.1 0.769104599953
550.0 2.2 0.64363181591
550.0 2.3 0.64363181591
550.0 2.4 0.546159446239
550.0 2.5 0.505395293236
550.0 2.6 0.505395293236
550.0 2.7 0.436270743608
550.0 2.8 0.436270743608
550.0 2.9 0.380233317614
550.0 3.0 0.356121838093
550.0 3.1 0.356121838093
550.0 3.2 0.314217507839
550.0 3.3 0.314217507839
550.0 3.4 0.279205739498
550.0 3.5 0.263829708099
550.0 3.6 0.263829708099
550.0 3.7 0.236621931195
550.0 3.8 0.236621931195
550.0 3.9 0.213366374373
550.0 4.0 0.202992618084
550.0 4.1 0.202992618084
550.0 4.2 0.193355605006
550.0 4.3 0.176028430462
550.0 4.4 0.168224528432
550.0 4.5 0.160927712917
550.0 4.6 0.160927712917
550.0 4.7 0.154099598527
550.0 4.8 0.141691580415
550.0 4.9 0.136052072048
555.0 1.0 2.48867821693
555.0 1.1 2.15031385422
555.0 1.2 1.84936928749
555.0 1.3 1.84936928749
555.0 1.4 1.60731625557
555.0 1.5 1.24608635902
555.0 1.6 1.10918033123
555.0 1.7 0.993431925774
555.0 1.8 0.993431925774
555.0 1.9 0.894694983959
555.0 2.0 0.736271560192
555.0 2.1 0.736271560192
555.0 2.2 0.615992128849
555.0 2.3 0.615992128849
555.0 2.4 0.522576034069
555.0 2.5 0.483517736197
555.0 2.6 0.483517736197
555.0 2.7 0.417301952839
555.0 2.8 0.417301952839
555.0 2.9 0.363648176193
555.0 3.0 0.34055685997
555.0 3.1 0.34055685997
555.0 3.2 0.300422698259
555.0 3.3 0.300422698259
555.0 3.4 0.266885638237
555.0 3.5 0.252158790827
555.0 3.6 0.252158790827
555.0 3.7 0.226106435061
555.0 3.8 0.226106435061
555.0 3.9 0.203846737742
555.0 4.0 0.193913981318
555.0 4.1 0.193913981318
555.0 4.2 0.184688016772
555.0 4.3 0.168101623654
555.0 4.4 0.160631582141
555.0 4.5 0.153645560145
555.0 4.6 0.153645560145
555.0 4.7 0.147107645869
555.0 4.8 0.135229736567
555.0 4.9 0.129829362035
560.0 1.0 2.38860559464
560.0 1.1 2.06310176849
560.0 1.2 1.77374899387
560.0 1.3 1.77374899387
560.0 1.4 1.54112935066
560.0 1.5 1.1941691637
560.0 1.6 1.06274628639
560.0 1.7 0.951660752296
560.0 1.8 0.951660752296
560.0 1.9 0.856927156448
560.0 2.0 0.704974770546
560.0 2.1 0.704974770546
560.0 2.2 0.589651107788
560.0 2.3 0.589651107788
560.0 2.4 0.500112593174
560.0 2.5 0.46268299222
560.0 2.6 0.46268299222
560.0 2.7 0.399226784706
560.0 2.8 0.399226784706
560.0 2.9 0.347805738449
560.0 3.0 0.325686305761
560.0 3.1 0.325686305761
560.0 3.2 0.287249952555
560.0 3.3 0.287249952555
560.0 3.4 0.255142331123
560.0 3.5 0.24104295671
560.0 3.6 0.24104295671
560.0 3.7 0.216097593307
560.0 3.8 0.216097593307
560.0 3.9 0.194787934422
560.0 4.0 0.18527777493
560.0 4.1 0.18527777493
560.0 4.2 0.176442548633
560.0 4.3 0.160562768579
560.0 4.4 0.153411313891
560.0 4.5 0.146723687649
560.0 4.6 0.146723687649
560.0 4.7 0.140461280942
560.0 4.8 0.12908962369
560.0 4.9 0.123918473721
565.0 1.0 2.29280233383
565.0 1.1 1.97966241837
565.0 1.2 1.7014323473
565.0 1.3 1.7014323473
565.0 1.4 1.47786021233
565.0 1.5 1.14458298683
565.0 1.6 1.01840388775
565.0 1.7 0.911782264709
565.0 1.8 0.911782264709
565.0 1.9 0.820873916149
565.0 2.0 0.675108194351
565.0 2.1 0.675108194351
565.0 2.2 0.564521551132
565.0 2.3 0.564521551132
565.0 2.4 0.478687852621
565.0 2.5 0.442814290524
565.0 2.6 0.442814290524
565.0 2.7 0.382003903389
565.0 2.8 0.382003903389
565.0 2.9 0.332735180855
565.0 3.0 0.311544299126
565.0 3.1 0.311544299126
565.0 3.2 0.27472576499
565.0 3.3 0.27472576499
565.0 3.4 0.243972525001
565.0 3.5 0.230468288064
565.0 3.6 0.230468288064
565.0 3.7 0.206576675177
565.0 3.8 0.206576675177
565.0 3.9 0.186172693968
565.0 4.0 0.177066639066
565.0 4.1 0.177066639066
565.0 4.2 0.168605193496
565.0 4.3 0.153398752213
565.0 4.4 0.146550953388
565.0 4.5 0.140148147941
565.0 4.6 0.140148147941
565.0 4.7 0.13415260613
565.0 4.8 0.123261004686
565.0 4.9 0.118308663368
570.0 1.0 2.20110011101
570.0 1.1 1.8998144865
570.0 1.2 1.63226521015
570.0 1.3 1.63226521015
570.0 1.4 1.4173746109
570.0 1.5 1.09721434116
570.0 1.6 0.976056098938
570.0 1.7 0.873707473278
570.0 1.8 0.873707473278
570.0 1.9 0.78646337986
570.0 2.0 0.646614015102
570.0 2.1 0.646614015102
570.0 2.2 0.540553867817
570.0 2.3 0.540553867817
570.0 2.4 0.458257913589
570.0 2.5 0.423871427774
570.0 2.6 0.423871427774
570.0 2.7 0.365587472916
570.0 2.8 0.365587472916
570.0 2.9 0.318373769522
570.0 3.0 0.298069030046
570.0 3.1 0.298069030046
570.0 3.2 0.262795299292
570.0 3.3 0.262795299292
570.0 3.4 0.233335405588
570.0 3.5 0.220398724079
570.0 3.6 0.220398724079
570.0 3.7 0.197513073683
570.0 3.8 0.197513073683
570.0 3.9 0.177971571684
570.0 4.0 0.169252753258
570.0 4.1 0.169252753258
570.0 4.2 0.161148875952
570.0 4.3 0.146583512425
570.0 4.4 0.140026301146
570.0 4.5 0.133895576
570.0 4.6 0.133895576
570.0 4.7 0.12815387547
570.0 4.8 0.117721363902
570.0 4.9 0.112978205085
575.0 1.0 2.11332082748
575.0 1.1 1.82342529297
575.0 1.2 1.56611692905
575.0 1.3 1.56611692905
575.0 1.4 1.35954368114
575.0 1.5 1.05195116997
575.0 1.6 0.935608208179
575.0 1.7 0.837350547314
575.0 1.8 0.837350547314
575.0 1.9 0.753614127636
575.0 2.0 0.619423687458
575.0 2.1 0.619423687458
575.0 2.2 0.517690956593
575.0 2.3 0.517690956593
575.0 2.4 0.438776791096
575.0 2.5 0.405809849501
575.0 2.6 0.405809849501
575.0 2.7 0.349941551685
575.0 2.8 0.349941551685
575.0 2.9 0.304689437151
575.0 3.0 0.285231560469
575.0 3.1 0.285231560469
575.0 3.2 0.251431554556
575.0 3.3 0.251431554556
575.0 3.4 0.223206803203
575.0 3.5 0.210812538862
575.0 3.6 0.210812538862
575.0 3.7 0.188887178898
575.0 3.8 0.188887178898
575.0 3.9 0.170167580247
575.0 4.0 0.161818474531
575.0 4.1 0.161818474531
575.0 4.2 0.154055640101
575.0 4.3 0.140102446079
575.0 4.4 0.133822083473
575.0 4.5 0.127950251102
575.0 4.6 0.127950251102
575.0 4.7 0.122452162206
575.0 4.8 0.112457334995
575.0 4.9 0.107914149761
580.0 1.0 2.02930474281
580.0 1.1 1.75033688545
580.0 1.2 1.50285255909
580.0 1.3 1.50285255909
580.0 1.4 1.30425906181
580.0 1.5 1.00870573521
580.0 1.6 0.896969497204
580.0 1.7 0.802627503872
580.0 1.8 0.802627503872
580.0 1.9 0.722245931625
580.0 2.0 0.593471169472
580.0 2.1 0.593471169472
580.0 2.2 0.495878905058
580.0 2.3 0.495878905058
580.0 2.4 0.420196920633
580.0 2.5 0.38858678937
580.0 2.6 0.38858678937
580.0 2.7 0.335026741028
580.0 2.8 0.335026741028
580.0 2.9 0.291648000479
580.0 3.0 0.272998422384
580.0 3.1 0.272998422384
580.0 3.2 0.240605533123
580.0 3.3 0.240605533123
580.0 3.4 0.213559761643
580.0 3.5 0.20168377459
580.0 3.6 0.20168377459
580.0 3.7 0.18067510426
580.0 3.8 0.18067510426
580.0 3.9 0.16273984313
580.0 4.0 0.154741168022
580.0 4.1 0.154741168022
580.0 4.2 0.147306412458
580.0 4.3 0.133937880397
580.0 4.4 0.127920612693
580.0 4.5 0.122296407819
580.0 4.6 0.122296407819
580.0 4.7 0.117030330002
580.0 4.8 0.10745614022
580.0 4.9 0.103102013469
585.0 1.0 1.9488658905
585.0 1.1 1.68040442467
585.0 1.2 1.44235086441
585.0 1.3 1.44235086441
585.0 1.4 1.25140404701
585.0 1.5 0.967383563519
585.0 1.6 0.860061228275
585.0 1.7 0.769467890263
585.0 1.8 0.769467890263
585.0 1.9 0.692298293114
585.0 2.0 0.56870251894
585.0 2.1 0.56870251894
585.0 2.2 0.475067704916
585.0 2.3 0.475067704916
585.0 2.4 0.402473926544
585.0 2.5 0.372159510851
585.0 2.6 0.372159510851
585.0 2.7 0.320803791285
585.0 2.8 0.320803791285
585.0 2.9 0.279215246439
585.0 3.0 0.261337310076
585.0 3.1 0.261337310076
585.0 3.2 0.230288520455
585.0 3.3 0.230288520455
585.0 3.4 0.204369142652
585.0 3.5 0.192987680435
585.0 3.6 0.192987680435
585.0 3.7 0.172854706645
585.0 3.8 0.172854706645
585.0 3.9 0.155668199062
585.0 4.0 0.148004099727
585.0 4.1 0.148004099727
585.0 4.2 0.140882536769
585.0 4.3 0.128072783351
585.0 4.4 0.122306540608
585.0 4.5 0.116918250918
585.0 4.6 0.116918250918
585.0 4.7 0.111873269081
585.0 4.8 0.102701283991
585.0 4.9 0.0985281839967
590.0 1.0 1.87185060978
590.0 1.1 1.61347436905
590.0 1.2 1.38447153568
590.0 1.3 1.38447153568
590.0 1.4 1.20086550713
590.0 1.5 0.927900969982
590.0 1.6 0.824803590775
590.0 1.7 0.737798631191
590.0 1.8 0.737798631191
590.0 1.9 0.663701355457
590.0 2.0 0.545060753822
590.0 2.1 0.545060753822
590.0 2.2 0.45520991087
590.0 2.3 0.45520991087
590.0 2.4 0.3855689466
590.0 2.5 0.356492727995
590.0 2.6 0.356492727995
590.0 2.7 0.307243019342
590.0 2.8 0.307243019342
590.0 2.9 0.267364621162
590.0 3.0 0.250223308802
590.0 3.1 0.250223308802
590.0 3.2 0.22045750916
590.0 3.3 0.22045750916
590.0 3.4 0.195612967014
590.0 3.5 0.184704452753
590.0 3.6 0.184704452753
590.0 3.7 0.165407389402
590.0 3.8 0.165407389402
590.0 3.9 0.148935511708
590.0 4.0 0.141590848565
590.0 4.1 0.141590848565
590.0 4.2 0.134766533971
590.0 4.3 0.122491434216
590.0 4.4 0.116965405643
590.0 4.5 0.11180126667
590.0 4.6 0.11180126667
590.0 4.7 0.10696733743
590.0 4.8 0.098179936409
590.0 4.9 0.0941807702184
595.0 1.0 1.79808950424
595.0 1.1 1.5494184494
595.0 1.2 1.32910299301
595.0 1.3 1.32910299301
595.0 1.4 1.15252995491
595.0 1.5 0.89016264677
595.0 1.6 0.79111379385
595.0 1.7 0.70754724741
595.0 1.8 0.70754724741
595.0 1.9 0.636392772198
595.0 2.0 0.522494077682
595.0 2.1 0.522494077682
595.0 2.2 0.436261147261
595.0 2.3 0.436261147261
595.0 2.4 0.369442045689
595.0 2.5 0.341549009085
595.0 2.6 0.341549009085
595.0 2.7 0.294310420752
595.0 2.8 0.294310420752
595.0 2.9 0.256067037582
595.0 3.0 0.239629000425
595.0 3.1 0.239629000425
595.0 3.2 0.211087971926
595.0 3.3 0.211087971926
595.0 3.4 0.187269374728
595.0 3.5 0.176812633872
595.0 3.6 0.176812633872
595.0 3.7 0.158313885331
595.0 3.8 0.158313885331
595.0 3.9 0.142524212599
595.0 4.0 0.135484561324
595.0 4.1 0.135484561324
595.0 4.2 0.128943428397
595.0 4.3 0.117179639637
595.0 4.4 0.111882552505
595.0 4.5 0.10693231225
595.0 4.6 0.10693231225
595.0 4.7 0.102299720049
595.0 4.8 0.0938794016838
595.0 4.9 0.0900466814637
